,Fauna/Flora,Grupo,Família,Espécie (Simplificado),Categoria de Ameaça,Sigla Categoria de Ameaça,Bioma,Principais Ameaças,Presença em Áreas Protegidas,Plano de Ação Nacional para Conservação (PAN),Nível de Proteção na Estratégia Nacional,Espécie exclusiva do Brasil,Estados de Ocorrência
1108,Flora,Angiospermas,Apiaceae,Eryngium divaricatum,Em Perigo (EN),EN,Pampa,"Espécies Invasoras, Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária,Plantação de Madereiras",Sim,Sim,2,Não,RS
1109,Flora,Angiospermas,Apiaceae,Eryngium dorae,Criticamente em Perigo (CR),CR,Pampa,"Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária,Espécies Invasoras",Sim,Não,2,Não,RS
1110,Flora,Angiospermas,Apiaceae,Eryngium falcifolium,Em Perigo (EN),EN,Mata Atlântica,"Agropecuária,Queimadas, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Sim,"RS,SC"
1111,Flora,Angiospermas,Apiaceae,Eryngium koehneanum,Vulnerável (VU),VU,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Espécies Invasoras,Extração de Madeira",Sim,Não,2,Sim,"MG,RJ,SP,PR,SC"
1112,Flora,Angiospermas,Apiaceae,Eryngium ombrophilum,Em Perigo (EN),EN,Mata Atlântica,"Turismo/Recreação,Espécies Invasoras,Linhas de Energia",Sim,Não,2,Sim,PR
1113,Flora,Angiospermas,Apiaceae,Eryngium ramboanum,Criticamente em Perigo (CR),CR,Mata Atlântica,"Aquicultura, Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária",Não,Não,1,Sim,RS
1114,Flora,Angiospermas,Apiaceae,Eryngium scirpinum,Em Perigo (EN),EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Não,"SP,PR,SC"
1115,Flora,Angiospermas,Apiaceae,Eryngium smithii,Em Perigo (EN),EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Sim,2,Sim,"RS,SC"
1116,Flora,Angiospermas,Apiaceae,Eryngium urbanianum,Em Perigo (EN),EN,Mata Atlântica,"Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos),Espécies Invasoras",Sim,Não,2,Sim,"RS,SC"
1117,Flora,Angiospermas,Apiaceae,Eryngium zosterifolium,Vulnerável (VU),VU,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária,Espécies Invasoras",Sim,Não,2,Sim,"RS,SC"
1118,Flora,Angiospermas,Erythroxylaceae,Erythroxylum bezerrae,Em Perigo (EN),EN,"Caatinga,Cerrado",Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"CE,PI"
1119,Flora,Angiospermas,Erythroxylaceae,Erythroxylum catharinense,Em Perigo (EN),EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Sim,2,Sim,"SP,SC"
1120,Flora,Angiospermas,Erythroxylaceae,Erythroxylum compressum,Em Perigo (EN),EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"BA,CE"
1121,Flora,Angiospermas,Erythroxylaceae,Erythroxylum leal-costae,Criticamente em Perigo (CR),CR,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,BA
1122,Flora,Angiospermas,Erythroxylaceae,Erythroxylum mattos-silvae,Em Perigo (EN),EN,Mata Atlântica,Extração de Madeira,Sim,Não,2,Sim,"BA,MG"
1123,Flora,Angiospermas,Erythroxylaceae,Erythroxylum membranaceum,Em Perigo (EN),EN,Mata Atlântica,Extração de Madeira,Não,Não,1,Sim,BA
1124,Flora,Angiospermas,Erythroxylaceae,Erythroxylum nelson-rosae,Em Perigo (EN),EN,Amazônia,Mineração,Sim,Não,2,Sim,PA
1125,Flora,Angiospermas,Erythroxylaceae,Erythroxylum pauferrense,Em Perigo (EN),EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,PR
1126,Flora,Angiospermas,Erythroxylaceae,Erythroxylum petrae-caballi,Vulnerável (VU),VU,"Caatinga,Mata Atlântica","Extração de Madeira, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Sim,BA
1127,Flora,Angiospermas,Erythroxylaceae,Erythroxylum substriatum,Vulnerável (VU),VU,Mata Atlântica,Vazio,#N/D,Não,1,Informação não disponível,RS
1128,Flora,Angiospermas,Erythroxylaceae,Erythroxylum tianguanum,Criticamente em Perigo (CR),CR,"Caatinga,Cerrado",Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"TO,CE,PI"
1129,Flora,Angiospermas,Escalloniaceae,Escallonia obtusissima,Vulnerável (VU),VU,Mata Atlântica,"Agropecuária,Plantação de Madereiras",Sim,Não,2,Sim,"RJ,SP,SC,PR"
1130,Flora,Angiospermas,Escalloniaceae,Escallonia petrophila,Em Perigo (EN),EN,Mata Atlântica,"Assentamento Humano: cidades,Agropecuária,Extração para Combustível",Sim,Não,2,Sim,"RS,SC"
1131,Flora,Angiospermas,Lecythidaceae,Eschweilera alvimii,Em Perigo (EN),EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,BA
1132,Flora,Angiospermas,Lecythidaceae,Eschweilera compressa,Em Perigo (EN),EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"ES,RJ"
1133,Flora,Angiospermas,Lecythidaceae,Eschweilera subcordata,Em Perigo (EN),EN,Amazônia,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,PA
1134,Flora,Angiospermas,Lecythidaceae,Eschweilera tetrapetala,Em Perigo (EN),EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,BA
1135,Flora,Angiospermas,Rutaceae,Esenbeckia irwiniana,Em Perigo (EN),EN,Cerrado,Mineração,Sim,Sim,2,Sim,MG
1136,Flora,Angiospermas,Cactaceae,Espostoopsis dybowskii,Em Perigo (EN),EN,Caatinga,"Queimadas, Perda de Habitat/Degradação (Induzida por Humanos)",Não,Sim,2,Sim,BA
1137,Flora,Angiospermas,Orobanchaceae,Esterhazya caesarea,Vulnerável (VU),VU,Cerrado,"Extração para Combustível,Assentamento Humano: cidades,Turismo/Recreação,Mineração",Sim,Sim,3,Sim,MG
1138,Fauna,Mamíferos,Balaenidae,Eubalaena australis,Em Perigo (EN),EN,Marinho,"Caça/Pesca,Transporte Diversos,Turismo/Recreação,Poluição",Sim,Sim,4,Não,"BA,ES,PR,RJ,RS,SC,SP"
1139,Flora,Angiospermas,Myrtaceae,Eugenia blanda,Em Perigo (EN),EN,Cerrado,"Mineração,Extração para Combustível,Agropecuária",Sim,Sim,2,Sim,MG
1140,Flora,Angiospermas,Myrtaceae,Eugenia brunoi,Em Perigo (EN),EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,SP
1141,Flora,Angiospermas,Myrtaceae,Eugenia bunchosiifolia,Vulnerável (VU),VU,Mata Atlântica,"Queimadas,Poluição,Agropecuária",Sim,Não,2,Sim,"SP,RJ,PR"
1142,Flora,Angiospermas,Myrtaceae,Eugenia disperma,Vulnerável (VU),VU,Mata Atlântica,"Poluição,Desenvolvimento e Infraestrutura,Queimadas",Sim,Não,2,Sim,"RJ,SP"
1143,Flora,Angiospermas,Myrtaceae,Eugenia hermesiana,Criticamente em Perigo (CR),CR,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,SP
1144,Flora,Angiospermas,Myrtaceae,Eugenia imaruiensis,Em Perigo (EN),EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"PR,SC"
1145,Flora,Angiospermas,Myrtaceae,Eugenia itacarensis,Em Perigo (EN),EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,BA
1146,Flora,Angiospermas,Myrtaceae,Eugenia joenssonii,Vulnerável (VU),VU,Mata Atlântica,Extração de Madeira,Sim,Não,2,Sim,"PR,SC"
1147,Flora,Angiospermas,Myrtaceae,Eugenia leonorae,Em Perigo (EN),EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"MG,RJ"
1148,Flora,Angiospermas,Myrtaceae,Eugenia macrobracteolata,Em Perigo (EN),EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"ES,RJ,SP,PR,SC"
1149,Flora,Angiospermas,Myrtaceae,Eugenia malacantha,Em Perigo (EN),EN,Mata Atlântica,"Agropecuária,Extração de Madeira,Mineração",Sim,Não,2,Sim,"RJ,SP,PR,SC"
1150,Flora,Angiospermas,Myrtaceae,Eugenia mattosii,Em Perigo (EN),EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,SC
1151,Flora,Angiospermas,Myrtaceae,Eugenia myrciariifolia,Em Perigo (EN),EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,PR
1152,Flora,Angiospermas,Myrtaceae,Eugenia neosericea,Em Perigo (EN),EN,Mata Atlântica,Mineração,Sim,Não,2,Sim,MG
1153,Flora,Angiospermas,Myrtaceae,Eugenia neotristis,Em Perigo (EN),EN,Mata Atlântica,"Assentamento Humano: cidades, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Não,"ES,MG,RJ,SP,PR,RS,SC,BA,DF,GO,MS,"
1154,Flora,Angiospermas,Myrtaceae,Eugenia oxyoentophylla,Em Perigo (EN),EN,Mata Atlântica,"Assentamento Humano: cidades, Perda de Habitat/Degradação (Induzida por Humanos),Queimadas,Espécies Invasoras",Sim,Não,2,Sim,RJ
1155,Flora,Angiospermas,Myrtaceae,Eugenia pachyclada,Em Perigo (EN),EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Sim,2,Sim,SC
1156,Flora,Angiospermas,Myrtaceae,Eugenia peruibensis,Em Perigo (EN),EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,SP
1157,Flora,Angiospermas,Myrtaceae,Eugenia pruinosa,Em Perigo (EN),EN,Mata Atlântica,Vazio,Sim,Não,2,Sim,"ES,RJ,SP,PR,SC"
1158,Flora,Angiospermas,Myrtaceae,Eugenia pseudomalacantha,Em Perigo (EN),EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,SC
1159,Flora,Angiospermas,Myrtaceae,Eugenia reitziana,Em Perigo (EN),EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,SC
1160,Flora,Angiospermas,Myrtaceae,Eugenia rotundicosta,Criticamente em Perigo (CR),CR,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Sim,2,Sim,"RS,SC"
1161,Flora,Angiospermas,Myrtaceae,Eugenia sclerocalyx,Vulnerável (VU),VU,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"PR,SC"
1162,Flora,Angiospermas,Myrtaceae,Eugenia vattimoana,Vulnerável (VU),VU,Mata Atlântica,"Agropecuária,Mineração",Sim,Não,2,Sim,"MG,RJ"
1163,Flora,Angiospermas,Myrtaceae,Eugenia villaenovae,Em Perigo (EN),EN,Mata Atlântica,"Barragens,Extração de Madeira,Queimadas,Assentamento Humano: cidades,Espécies Invasoras",Sim,Não,2,Sim,"ES,RJ"
1164,Fauna,Invertebrados Terrestres,Eukoeneniidae,Eukoenenia maquinensis,Criticamente em Perigo (CR),CR,Cerrado,Turismo/Recreação,Sim,Não,2,Sim,MG
1165,Fauna,Invertebrados Terrestres,Eukoeneniidae,Eukoenenia potiguar,Vulnerável (VU),VU,Caatinga,"Mineração,Outras Atividades Econômicas: energia",Não,Não,0,Sim,RN
1166,Fauna,Invertebrados Terrestres,Eukoeneniidae,Eukoenenia sagarana,Criticamente em Perigo (CR),CR,Cerrado,"Extração Florestal,Turismo/Recreação",Não,Não,1,Sim,MG
1167,Fauna,Invertebrados Terrestres,Eukoeneniidae,Eukoenenia spelunca,Criticamente em Perigo (CR),CR,Mata Atlântica,"Espécies Exóticas,Mineração",Não,Não,1,Sim,ES
1168,Fauna,Invertebrados Terrestres,Eukoeneniidae,Eukoenenia virgemdalapa,Em Perigo (EN),EN,Cerrado,"Mineração,Turismo/Recreação",Sim,Não,2,Sim,MG
1169,Fauna,Invertebrados Aquáticos,Eunicidae,Eunice sebastiani,Em Perigo (EN),EN,Marinho,"Assentamento Humano: cidades,Desastres Naturais,Caça/Pesca,Mineração,Poluição",Sim,Não,2,Sim,SP
1170,Flora,Angiospermas,Euphorbiaceae,Euphorbia appariciana,Em Perigo (EN),EN,Caatinga,"Perda de Habitat/Degradação (Induzida por Humanos),Telecomunicação",Sim,Não,2,Sim,BA
1171,Flora,Angiospermas,Euphorbiaceae,Euphorbia attastoma,Em Perigo (EN),EN,"Caatinga,Cerrado",Mineração,Sim,Sim,3,Sim,"BA,MG"
1172,Flora,Angiospermas,Euphorbiaceae,Euphorbia crossadenia,Em Perigo (EN),EN,"Caatinga,Cerrado",Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"BA,SE"
1173,Flora,Angiospermas,Euphorbiaceae,Euphorbia gymnoclada,Vulnerável (VU),VU,Mata Atlântica,Desenvolvimento e Infraestrutura,Sim,Não,2,Não,BA
1174,Flora,Angiospermas,Euphorbiaceae,Euphorbia holochlorina,Criticamente em Perigo (CR),CR,Cerrado,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,ES
1175,Flora,Angiospermas,Proteaceae,Euplassa cantareirae,Em Perigo (EN),EN,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Assentamento Humano: cidades",Sim,Não,2,Sim,"RJ,SP,PR,RS,SC"
1176,Flora,Angiospermas,Proteaceae,Euplassa incana,Vulnerável (VU),VU,Cerrado,"Turismo/Recreação,Desastres Naturais",Sim,Sim,3,Sim,MG
1177,Flora,Angiospermas,Proteaceae,Euplassa nebularis,Em Perigo (EN),EN,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Turismo/Recreação,Espécies Invasoras",Sim,Sim,3,Sim,"PR,SC,RS"
1178,Flora,Angiospermas,Proteaceae,Euplassa semicostata,Em Perigo (EN),EN,"Caatinga,Cerrado,Mata Atlântica","Queimadas,Mineração",Sim,Sim,3,Sim,MG
1179,Fauna,Invertebrados Terrestres,Nymphalidae,Euptychia boulleti,Criticamente em Perigo (CR),CR,Mata Atlântica,Assentamento Humano: cidades,Sim,Sim,3,Sim,RJ
1180,Fauna,Répteis,Teiidae,Eurolophosaurus amathites,Em Perigo (EN),EN,"Caatinga,Cerrado","Assentamento Humano: cidades,Mineração",Sim,Sim,4,Sim,BA
1181,Fauna,Mamíferos,Cricetidae,Euryoryzomys lamia,Em Perigo (EN),EN,"Cerrado,Mata Atlântica",Agropecuária,Sim,Não,3,Sim,"DF,GO,MG"
1182,Fauna,Invertebrados Terrestres,Gonyleptidae,Eusarcus elinae,Em Perigo (EN),EN,Caatinga,"Agropecuária,Transporte Diversos,Turismo/Recreação",Sim,Não,2,Sim,BA
1183,Fauna,Invertebrados Aquáticos,Strombidae,Eustrombus goliath,Vulnerável (VU),VU,Marinho,Caça/Pesca,Sim,Sim,2,Sim,"AL,BA,CE,ES,PB,PE,RN,SE"
1184,Flora,Angiospermas,Arecaceae,Euterpe edulis,Vulnerável (VU),VU,"Cerrado,Mata Atlântica","Extração de Madeira,Alta Mortalidade de Juvenis,Extração para alimentação, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Sim,3,Não,"AL,BA,PB,PE,RN,SE,DF,GO,ES,MG,RJ,SP,PR,RS,SC"
1185,Fauna,Invertebrados Aquáticos,Pectinidae,Euvola ziczac,Em Perigo (EN),EN,Marinho,Caça/Pesca,Sim,Não,2,Não,"AP,AL,BA,CE,ES,MA,PA,PB,PE,PI,RJ,RN,SC,SP"
1186,Flora,Angiospermas,Rutaceae,Euxylophora paraensis,Criticamente em Perigo (CR),CR,Amazônia,Extração de Madeira,Sim,Não,2,Sim,"AM,PA,TO,MA"
1187,Flora,Angiospermas,Convolvulaceae,Evolvulus chrysotrichos,Em Perigo (EN),EN,"Cerrado,Mata Atlântica",Agropecuária,Sim,Não,2,Sim,"MG,SP"
1188,Flora,Angiospermas,Convolvulaceae,Evolvulus glaziovii,Vulnerável (VU),VU,Cerrado,"Mineração, Perda de Habitat/Degradação (Induzida por Humanos),Desenvolvimento e Infraestrutura,Queimadas,Espécies Invasoras",Sim,Sim,2,Sim,"MG,BA"
1189,Flora,Angiospermas,Convolvulaceae,Evolvulus kramerioides,Vulnerável (VU),VU,Cerrado,"Perda de Habitat/Degradação (Induzida por Humanos),Extração Direta,Queimadas,Espécies Invasoras,Mineração",Sim,Não,2,Sim,MG
1190,Flora,Angiospermas,Convolvulaceae,Evolvulus rariflorus,Vulnerável (VU),VU,Cerrado,Agropecuária,Sim,Sim,3,Sim,GO
1191,Flora,Angiospermas,Convolvulaceae,Evolvulus riedelii,Em Perigo (EN),EN,Cerrado,Agropecuária,Sim,Não,2,Sim,"GO,MT,SP,PR"
1192,Flora,Angiospermas,Convolvulaceae,Evolvulus stellariifolius,Em Perigo (EN),EN,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,"BA,MG,SP"
1193,Flora,Angiospermas,Chrysobalanaceae,Exellodendron gracile,Em Perigo (EN),EN,Mata Atlântica,"Distribuição Restrita, Perda de Habitat/Degradação (Induzida por Humanos),Plantação de Madereiras",Sim,Não,2,Sim,ES
1194,Flora,Angiospermas,Cactaceae,Facheiroa cephaliomelana,Em Perigo (EN),EN,"Caatinga,Cerrado","Mineração,Distribuição Restrita",Sim,Não,3,Sim,"AP,BA,MG"
1195,Flora,Angiospermas,Cactaceae,Facheiroa cephaliomelana subsp. estevesii,Em Perigo (EN),EN,Caatinga,Vazio,Não,Sim,2,Sim,BA
1196,Flora,Angiospermas,Cactaceae,Facheiroa ulei,Em Perigo (EN),EN,Caatinga,Agropecuária,Sim,Não,2,Sim,BA
1197,Flora,Angiospermas,Rubiaceae,Faramea bahiensis,Vulnerável (VU),VU,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,"BA,ES"
1198,Flora,Angiospermas,Rubiaceae,Faramea paratiensis,Em Perigo (EN),EN,Mata Atlântica,Turismo/Recreação,Sim,Não,2,Sim,"RJ,SP"
1199,Flora,Angiospermas,Bromeliaceae,Fernseea bocainensis,Criticamente em Perigo (CR),CR,Mata Atlântica,Poluição,Sim,Não,2,Sim,"MG,RJ,SP"
1200,Flora,Angiospermas,Bromeliaceae,Fernseea itatiaiae,Em Perigo (EN),EN,Mata Atlântica,Queimadas,Sim,Não,2,Sim,"MG,SP,RJ"
1201,Flora,Angiospermas,Moraceae,Ficus cyclophylla,Vulnerável (VU),VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,2,Sim,"BA,PB,SE,ES,MG,RJ,SP"
1202,Fauna,Invertebrados Terrestres,Glossoscolecidae,Fimoscolex sporadochaetus,Em Perigo (EN),EN,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades,Mineração",Sim,Não,2,Sim,MG
1203,Fauna,Invertebrados Terrestres,Coenagrionidae,Fluminagrion taxaense,Criticamente em Perigo (CR)/Possivelmente Extinto (PEX),CR/PEX,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades",Não,Não,0,Sim,RJ
1204,Fauna,Aves,Thamnophilidae,Formicivora erythronotos,Criticamente em Perigo (CR),CR,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades,Turismo/Recreação",Sim,Sim,2,Sim,RJ
1205,Fauna,Aves,Thamnophilidae,Formicivora grantsaui,Em Perigo (EN),EN,Caatinga,"Turismo/Recreação,Queimadas",Sim,Sim,3,Sim,BA
1206,Fauna,Aves,Thamnophilidae,Formicivora littoralis,Em Perigo (EN),EN,Mata Atlântica,"Assentamento Humano: cidades,Turismo/Recreação",Sim,Sim,2,Sim,RJ
1207,Fauna,Aves,Thamnophilidae,Formicivora paludicola,Criticamente em Perigo (CR),CR,Mata Atlântica,"Espécies Exóticas,Outras Atividades Econômicas: energia,Queimadas",Não,Sim,1,Sim,SP
1208,Flora,Angiospermas,Cactaceae,Frailea buenekeri,Em Perigo (EN),EN,Pampa,"Espécies Invasoras, Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária",Não,Não,2,Sim,RS
1209,Flora,Angiospermas,Cactaceae,Frailea castanea,Em Perigo (EN),EN,"Mata Atlântica,Pampa","Espécies Invasoras, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Sim,RS
1210,Flora,Angiospermas,Cactaceae,Frailea mammifera,Criticamente em Perigo (CR),CR,Pampa,"Agropecuária,Espécies Invasoras, Perda de Habitat/Degradação (Induzida por Humanos)",Não,Não,2,Sim,RS
1211,Flora,Angiospermas,Cactaceae,Frailea phaeodisca,Em Perigo (EN),EN,Pampa,"Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária,Espécies Invasoras",Não,Não,2,Não,RS
1212,Flora,Angiospermas,Cactaceae,Frailea pumila,Vulnerável (VU),VU,Pampa,"Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos),Espécies Invasoras",Sim,Não,2,Não,RS
1213,Flora,Angiospermas,Cactaceae,Frailea pygmaea,Vulnerável (VU),VU,Pampa,"Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária,Espécies Invasoras",Sim,Não,2,Não,RS
1214,Fauna,Aves,Fregatidae,Fregata ariel,Criticamente em Perigo (CR),CR,Marinho,"Ameaça Desconhecida,Outras Atividades Econômicas: energia",Sim,Sim,1,Não,ES
1215,Fauna,Aves,Fregatidae,Fregata minor,Criticamente em Perigo (CR),CR,Marinho,Outras Atividades Econômicas: energia,Sim,Sim,1,Não,ES
1216,Flora,Angiospermas,Bignoniaceae,Fridericia crassa,Vulnerável (VU),VU,Cerrado,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"MA,PI"
1217,Flora,Angiospermas,Amaranthaceae,Froelichiella grisea,Em Perigo (EN),EN,Cerrado,"Queimadas,Agropecuária,Turismo/Recreação",Sim,Sim,2,Sim,GO
1218,Fauna,Mamíferos,Furipteridae,Furipterus horrens,Vulnerável (VU),VU,"Amazônia,Caatinga,Cerrado,Mata Atlântica",Mineração,Sim,Não,3,Não,"CE,DF,ES,GO,PA,TO"
1219,Fauna,Peixes Marinhos,Triakidae,Galeorhinus galeus,Criticamente em Perigo (CR),CR,Marinho,Caça/Pesca,Sim,Sim,2,Não,"PR,RJ,RS,SC,SP"
1220,Flora,Angiospermas,Rubiaceae,Galianthe elegans,Vulnerável (VU),VU,Pampa,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,PR
1221,Flora,Angiospermas,Rubiaceae,Galianthe souzae,Em Perigo (EN),EN,Cerrado,Perda de Habitat/Degradação (Induzida por Humanos),Não,Não,1,Sim,SP
1222,Flora,Angiospermas,Rubiaceae,Galianthe vaginata,Em Perigo (EN),EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Informação não disponível,"MG,RJ,SP"
1223,Flora,Angiospermas,Rutaceae,Galipea carinata,Criticamente em Perigo (CR),CR,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária",Sim,Não,2,Sim,ES
1224,Flora,Angiospermas,Rubiaceae,Galium diphyllum,Criticamente em Perigo (CR),CR,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Extração de Madeira",Sim,Não,2,Informação não disponível,"MG,RJ,SP"
1225,Flora,Angiospermas,Rubiaceae,Galium rubidiflorum,Criticamente em Perigo (CR),CR,Mata Atlântica,Plantação de Madereiras,Sim,Não,2,Sim,PR
1226,Flora,Angiospermas,Rubiaceae,Galium shepherdii,Criticamente em Perigo (CR),CR,Mata Atlântica,Vazio,Sim,Não,2,Sim,"MG,SP"
1227,Flora,Angiospermas,Ericaceae,Gaultheria sleumeriana,Criticamente em Perigo (CR),CR,Mata Atlântica,Queimadas,Sim,Não,2,Sim,SP
1228,Flora,Angiospermas,Ericaceae,Gaylussacia angulata,Em Perigo (EN),EN,Mata Atlântica,"Assentamento Humano: cidades,Queimadas",Sim,Não,2,Sim,RJ
1229,Flora,Angiospermas,Ericaceae,Gaylussacia caparoensis,Em Perigo (EN),EN,Mata Atlântica,Queimadas,Sim,Não,2,Sim,"ES,MG"
1230,Flora,Angiospermas,Ericaceae,Gaylussacia centunculifolia,Em Perigo (EN),EN,Cerrado,"Turismo/Recreação, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Sim,2,Sim,MG
1231,Flora,Angiospermas,Ericaceae,Gaylussacia harleyi,Vulnerável (VU),VU,"Caatinga,Cerrado",Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Informação não disponível,BA
1232,Flora,Angiospermas,Ericaceae,Gaylussacia oleifolia,Em Perigo (EN),EN,Cerrado,"Queimadas,Mineração,Turismo/Recreação",Sim,Sim,3,Sim,MG
1233,Flora,Angiospermas,Ericaceae,Gaylussacia pruinosa,Criticamente em Perigo (CR),CR,Mata Atlântica,"Desenvolvimento e Infraestrutura, Perda de Habitat/Degradação (Induzida por Humanos),Queimadas",Sim,Sim,2,Sim,RJ
1234,Flora,Angiospermas,Ericaceae,Gaylussacia retivenia,Criticamente em Perigo (CR),CR,Mata Atlântica,"Queimadas,Assentamento Humano: cidades,Desenvolvimento e Infraestrutura",Sim,Sim,2,Sim,RJ
1235,Flora,Angiospermas,Ericaceae,Gaylussacia setosa,Criticamente em Perigo (CR),CR,Cerrado,"Agropecuária,Queimadas",Sim,Não,2,Sim,MG
1236,Fauna,Peixes Marinhos,Ariidae,Genidens barbus,Em Perigo (EN),EN,Marinho,Caça/Pesca,Sim,Sim,3,Não,"BA,,PR,,RS,"
1237,Fauna,Peixes Marinhos,Ariidae,Genidens planifrons,Criticamente em Perigo (CR),CR,Marinho,Caça/Pesca,Sim,Sim,3,Não,RS
1238,Flora,Angiospermas,Lentibulariaceae,Genlisea lobata,Em Perigo (EN),EN,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Queimadas",Sim,Não,2,Sim,"BA,ES,MG"
1239,Fauna,Aves,Scleruridae,Geositta poeciloptera,Em Perigo (EN),EN,"Cerrado,Mata Atlântica","Agropecuária,Queimadas",Sim,Sim,4,Não,"BA,DF,GO,MG,MS,MT,PR,SP,TO"
1240,Fauna,Peixes Marinhos,Ginglymostomatidae,Ginglymostoma cirratum,Vulnerável (VU),VU,Marinho,"Caça/Pesca,Remoção de corais,Poluição",Sim,Sim,2,Não,"AL,AP,BA,CE,ES,MA,PA,PB,PE,PI,RJ,RN,SE,SP"
1241,Fauna,Invertebrados Terrestres,Gonyleptidae,Giupponia chagasi,Criticamente em Perigo (CR),CR,"Caatinga,Cerrado","Agropecuária,Espécies Exóticas,Mineração",Não,Sim,2,Sim,BA
