,Fauna/Flora,Grupo,Família,Sigla Categoria de Ameaça,Bioma,Principais Ameaças,Presença em Áreas Protegidas,Plano de Ação Nacional para Conservação (PAN),Nível de Proteção na Estratégia Nacional,Espécie exclusiva do Brasil,Estados de Ocorrência
1113,Flora,Angiospermas,Apiaceae,CR,Mata Atlântica,"Aquicultura, Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária",Não,Não,1,Sim,RS
1114,Flora,Angiospermas,Apiaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Não,"SP,PR,SC"
1115,Flora,Angiospermas,Apiaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Sim,2,Sim,"RS,SC"
1116,Flora,Angiospermas,Apiaceae,EN,Mata Atlântica,"Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos),Espécies Invasoras",Sim,Não,2,Sim,"RS,SC"
1117,Flora,Angiospermas,Apiaceae,VU,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária,Espécies Invasoras",Sim,Não,2,Sim,"RS,SC"
1118,Flora,Angiospermas,Erythroxylaceae,EN,Caatinga,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"CE,PI"
1118,Flora,Angiospermas,Erythroxylaceae,EN,Cerrado,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"CE,PI"
1119,Flora,Angiospermas,Erythroxylaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Sim,2,Sim,"SP,SC"
1120,Flora,Angiospermas,Erythroxylaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"BA,CE"
1121,Flora,Angiospermas,Erythroxylaceae,CR,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,BA
1122,Flora,Angiospermas,Erythroxylaceae,EN,Mata Atlântica,Extração de Madeira,Sim,Não,2,Sim,"BA,MG"
1123,Flora,Angiospermas,Erythroxylaceae,EN,Mata Atlântica,Extração de Madeira,Não,Não,1,Sim,BA
1124,Flora,Angiospermas,Erythroxylaceae,EN,Amazônia,Mineração,Sim,Não,2,Sim,PA
1125,Flora,Angiospermas,Erythroxylaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,PR
1126,Flora,Angiospermas,Erythroxylaceae,VU,Caatinga,"Extração de Madeira, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Sim,BA
1126,Flora,Angiospermas,Erythroxylaceae,VU,Mata Atlântica,"Extração de Madeira, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Sim,BA
1127,Flora,Angiospermas,Erythroxylaceae,VU,Mata Atlântica,Vazio,#N/D,Não,1,Informação não disponível,RS
1128,Flora,Angiospermas,Erythroxylaceae,CR,Caatinga,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"TO,CE,PI"
1128,Flora,Angiospermas,Erythroxylaceae,CR,Cerrado,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"TO,CE,PI"
1129,Flora,Angiospermas,Escalloniaceae,VU,Mata Atlântica,"Agropecuária,Plantação de Madereiras",Sim,Não,2,Sim,"RJ,SP,SC,PR"
1130,Flora,Angiospermas,Escalloniaceae,EN,Mata Atlântica,"Assentamento Humano: cidades,Agropecuária,Extração para Combustível",Sim,Não,2,Sim,"RS,SC"
1131,Flora,Angiospermas,Lecythidaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,BA
1132,Flora,Angiospermas,Lecythidaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"ES,RJ"
1133,Flora,Angiospermas,Lecythidaceae,EN,Amazônia,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,PA
1134,Flora,Angiospermas,Lecythidaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,BA
1135,Flora,Angiospermas,Rutaceae,EN,Cerrado,Mineração,Sim,Sim,2,Sim,MG
1136,Flora,Angiospermas,Cactaceae,EN,Caatinga,"Queimadas, Perda de Habitat/Degradação (Induzida por Humanos)",Não,Sim,2,Sim,BA
1137,Flora,Angiospermas,Orobanchaceae,VU,Cerrado,"Extração para Combustível,Assentamento Humano: cidades,Turismo/Recreação,Mineração",Sim,Sim,3,Sim,MG
1138,Fauna,Mamíferos,Balaenidae,EN,Marinho,"Caça/Pesca,Transporte Diversos,Turismo/Recreação,Poluição",Sim,Sim,4,Não,"BA,ES,PR,RJ,RS,SC,SP"
1139,Flora,Angiospermas,Myrtaceae,EN,Cerrado,"Mineração,Extração para Combustível,Agropecuária",Sim,Sim,2,Sim,MG
1140,Flora,Angiospermas,Myrtaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,SP
1141,Flora,Angiospermas,Myrtaceae,VU,Mata Atlântica,"Queimadas,Poluição,Agropecuária",Sim,Não,2,Sim,"SP,RJ,PR"
1142,Flora,Angiospermas,Myrtaceae,VU,Mata Atlântica,"Poluição,Desenvolvimento e Infraestrutura,Queimadas",Sim,Não,2,Sim,"RJ,SP"
1143,Flora,Angiospermas,Myrtaceae,CR,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,SP
1144,Flora,Angiospermas,Myrtaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"PR,SC"
1145,Flora,Angiospermas,Myrtaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,BA
1146,Flora,Angiospermas,Myrtaceae,VU,Mata Atlântica,Extração de Madeira,Sim,Não,2,Sim,"PR,SC"
1147,Flora,Angiospermas,Myrtaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"MG,RJ"
1148,Flora,Angiospermas,Myrtaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"ES,RJ,SP,PR,SC"
1149,Flora,Angiospermas,Myrtaceae,EN,Mata Atlântica,"Agropecuária,Extração de Madeira,Mineração",Sim,Não,2,Sim,"RJ,SP,PR,SC"
1150,Flora,Angiospermas,Myrtaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,SC
1151,Flora,Angiospermas,Myrtaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,PR
1152,Flora,Angiospermas,Myrtaceae,EN,Mata Atlântica,Mineração,Sim,Não,2,Sim,MG
1153,Flora,Angiospermas,Myrtaceae,EN,Mata Atlântica,"Assentamento Humano: cidades, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Não,"ES,MG,RJ,SP,PR,RS,SC,BA,DF,GO,MS,"
1154,Flora,Angiospermas,Myrtaceae,EN,Mata Atlântica,"Assentamento Humano: cidades, Perda de Habitat/Degradação (Induzida por Humanos),Queimadas,Espécies Invasoras",Sim,Não,2,Sim,RJ
1155,Flora,Angiospermas,Myrtaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Sim,2,Sim,SC
1156,Flora,Angiospermas,Myrtaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,SP
1157,Flora,Angiospermas,Myrtaceae,EN,Mata Atlântica,Vazio,Sim,Não,2,Sim,"ES,RJ,SP,PR,SC"
1158,Flora,Angiospermas,Myrtaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,SC
1159,Flora,Angiospermas,Myrtaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,SC
1160,Flora,Angiospermas,Myrtaceae,CR,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Sim,2,Sim,"RS,SC"
1161,Flora,Angiospermas,Myrtaceae,VU,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"PR,SC"
1162,Flora,Angiospermas,Myrtaceae,VU,Mata Atlântica,"Agropecuária,Mineração",Sim,Não,2,Sim,"MG,RJ"
1163,Flora,Angiospermas,Myrtaceae,EN,Mata Atlântica,"Barragens,Extração de Madeira,Queimadas,Assentamento Humano: cidades,Espécies Invasoras",Sim,Não,2,Sim,"ES,RJ"
1164,Fauna,Invertebrados Terrestres,Eukoeneniidae,CR,Cerrado,Turismo/Recreação,Sim,Não,2,Sim,MG
1165,Fauna,Invertebrados Terrestres,Eukoeneniidae,VU,Caatinga,"Mineração,Outras Atividades Econômicas: energia",Não,Não,0,Sim,RN
1166,Fauna,Invertebrados Terrestres,Eukoeneniidae,CR,Cerrado,"Extração Florestal,Turismo/Recreação",Não,Não,1,Sim,MG
1167,Fauna,Invertebrados Terrestres,Eukoeneniidae,CR,Mata Atlântica,"Espécies Exóticas,Mineração",Não,Não,1,Sim,ES
1168,Fauna,Invertebrados Terrestres,Eukoeneniidae,EN,Cerrado,"Mineração,Turismo/Recreação",Sim,Não,2,Sim,MG
1169,Fauna,Invertebrados Aquáticos,Eunicidae,EN,Marinho,"Assentamento Humano: cidades,Desastres Naturais,Caça/Pesca,Mineração,Poluição",Sim,Não,2,Sim,SP
1170,Flora,Angiospermas,Euphorbiaceae,EN,Caatinga,"Perda de Habitat/Degradação (Induzida por Humanos),Telecomunicação",Sim,Não,2,Sim,BA
1171,Flora,Angiospermas,Euphorbiaceae,EN,Caatinga,Mineração,Sim,Sim,3,Sim,"BA,MG"
1171,Flora,Angiospermas,Euphorbiaceae,EN,Cerrado,Mineração,Sim,Sim,3,Sim,"BA,MG"
1172,Flora,Angiospermas,Euphorbiaceae,EN,Caatinga,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"BA,SE"
1172,Flora,Angiospermas,Euphorbiaceae,EN,Cerrado,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"BA,SE"
1173,Flora,Angiospermas,Euphorbiaceae,VU,Mata Atlântica,Desenvolvimento e Infraestrutura,Sim,Não,2,Não,BA
1174,Flora,Angiospermas,Euphorbiaceae,CR,Cerrado,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,ES
1175,Flora,Angiospermas,Proteaceae,EN,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Assentamento Humano: cidades",Sim,Não,2,Sim,"RJ,SP,PR,RS,SC"
1176,Flora,Angiospermas,Proteaceae,VU,Cerrado,"Turismo/Recreação,Desastres Naturais",Sim,Sim,3,Sim,MG
1177,Flora,Angiospermas,Proteaceae,EN,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Turismo/Recreação,Espécies Invasoras",Sim,Sim,3,Sim,"PR,SC,RS"
1178,Flora,Angiospermas,Proteaceae,EN,Caatinga,"Queimadas,Mineração",Sim,Sim,3,Sim,MG
1178,Flora,Angiospermas,Proteaceae,EN,Cerrado,"Queimadas,Mineração",Sim,Sim,3,Sim,MG
1178,Flora,Angiospermas,Proteaceae,EN,Mata Atlântica,"Queimadas,Mineração",Sim,Sim,3,Sim,MG
1179,Fauna,Invertebrados Terrestres,Nymphalidae,CR,Mata Atlântica,Assentamento Humano: cidades,Sim,Sim,3,Sim,RJ
1180,Fauna,Répteis,Teiidae,EN,Caatinga,"Assentamento Humano: cidades,Mineração",Sim,Sim,4,Sim,BA
1180,Fauna,Répteis,Teiidae,EN,Cerrado,"Assentamento Humano: cidades,Mineração",Sim,Sim,4,Sim,BA
1181,Fauna,Mamíferos,Cricetidae,EN,Cerrado,Agropecuária,Sim,Não,3,Sim,"DF,GO,MG"
1181,Fauna,Mamíferos,Cricetidae,EN,Mata Atlântica,Agropecuária,Sim,Não,3,Sim,"DF,GO,MG"
1182,Fauna,Invertebrados Terrestres,Gonyleptidae,EN,Caatinga,"Agropecuária,Transporte Diversos,Turismo/Recreação",Sim,Não,2,Sim,BA
1183,Fauna,Invertebrados Aquáticos,Strombidae,VU,Marinho,Caça/Pesca,Sim,Sim,2,Sim,"AL,BA,CE,ES,PB,PE,RN,SE"
1184,Flora,Angiospermas,Arecaceae,VU,Cerrado,"Extração de Madeira,Alta Mortalidade de Juvenis,Extração para alimentação, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Sim,3,Não,"AL,BA,PB,PE,RN,SE,DF,GO,ES,MG,RJ,SP,PR,RS,SC"
1184,Flora,Angiospermas,Arecaceae,VU,Mata Atlântica,"Extração de Madeira,Alta Mortalidade de Juvenis,Extração para alimentação, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Sim,3,Não,"AL,BA,PB,PE,RN,SE,DF,GO,ES,MG,RJ,SP,PR,RS,SC"
1185,Fauna,Invertebrados Aquáticos,Pectinidae,EN,Marinho,Caça/Pesca,Sim,Não,2,Não,"AP,AL,BA,CE,ES,MA,PA,PB,PE,PI,RJ,RN,SC,SP"
1186,Flora,Angiospermas,Rutaceae,CR,Amazônia,Extração de Madeira,Sim,Não,2,Sim,"AM,PA,TO,MA"
1187,Flora,Angiospermas,Convolvulaceae,EN,Cerrado,Agropecuária,Sim,Não,2,Sim,"MG,SP"
1187,Flora,Angiospermas,Convolvulaceae,EN,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,"MG,SP"
1188,Flora,Angiospermas,Convolvulaceae,VU,Cerrado,"Mineração, Perda de Habitat/Degradação (Induzida por Humanos),Desenvolvimento e Infraestrutura,Queimadas,Espécies Invasoras",Sim,Sim,2,Sim,"MG,BA"
1189,Flora,Angiospermas,Convolvulaceae,VU,Cerrado,"Perda de Habitat/Degradação (Induzida por Humanos),Extração Direta,Queimadas,Espécies Invasoras,Mineração",Sim,Não,2,Sim,MG
1190,Flora,Angiospermas,Convolvulaceae,VU,Cerrado,Agropecuária,Sim,Sim,3,Sim,GO
1191,Flora,Angiospermas,Convolvulaceae,EN,Cerrado,Agropecuária,Sim,Não,2,Sim,"GO,MT,SP,PR"
1192,Flora,Angiospermas,Convolvulaceae,EN,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,"BA,MG,SP"
1193,Flora,Angiospermas,Chrysobalanaceae,EN,Mata Atlântica,"Distribuição Restrita, Perda de Habitat/Degradação (Induzida por Humanos),Plantação de Madereiras",Sim,Não,2,Sim,ES
1194,Flora,Angiospermas,Cactaceae,EN,Caatinga,"Mineração,Distribuição Restrita",Sim,Não,3,Sim,"AP,BA,MG"
1194,Flora,Angiospermas,Cactaceae,EN,Cerrado,"Mineração,Distribuição Restrita",Sim,Não,3,Sim,"AP,BA,MG"
1195,Flora,Angiospermas,Cactaceae,EN,Caatinga,Vazio,Não,Sim,2,Sim,BA
1196,Flora,Angiospermas,Cactaceae,EN,Caatinga,Agropecuária,Sim,Não,2,Sim,BA
1197,Flora,Angiospermas,Rubiaceae,VU,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,"BA,ES"
1198,Flora,Angiospermas,Rubiaceae,EN,Mata Atlântica,Turismo/Recreação,Sim,Não,2,Sim,"RJ,SP"
1199,Flora,Angiospermas,Bromeliaceae,CR,Mata Atlântica,Poluição,Sim,Não,2,Sim,"MG,RJ,SP"
1200,Flora,Angiospermas,Bromeliaceae,EN,Mata Atlântica,Queimadas,Sim,Não,2,Sim,"MG,SP,RJ"
1201,Flora,Angiospermas,Moraceae,VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,2,Sim,"BA,PB,SE,ES,MG,RJ,SP"
1202,Fauna,Invertebrados Terrestres,Glossoscolecidae,EN,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades,Mineração",Sim,Não,2,Sim,MG
1203,Fauna,Invertebrados Terrestres,Coenagrionidae,CR/PEX,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades",Não,Não,0,Sim,RJ
1204,Fauna,Aves,Thamnophilidae,CR,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades,Turismo/Recreação",Sim,Sim,2,Sim,RJ
1205,Fauna,Aves,Thamnophilidae,EN,Caatinga,"Turismo/Recreação,Queimadas",Sim,Sim,3,Sim,BA
1206,Fauna,Aves,Thamnophilidae,EN,Mata Atlântica,"Assentamento Humano: cidades,Turismo/Recreação",Sim,Sim,2,Sim,RJ
1207,Fauna,Aves,Thamnophilidae,CR,Mata Atlântica,"Espécies Exóticas,Outras Atividades Econômicas: energia,Queimadas",Não,Sim,1,Sim,SP
1208,Flora,Angiospermas,Cactaceae,EN,Pampa,"Espécies Invasoras, Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária",Não,Não,2,Sim,RS
1209,Flora,Angiospermas,Cactaceae,EN,Mata Atlântica,"Espécies Invasoras, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Sim,RS
1209,Flora,Angiospermas,Cactaceae,EN,Pampa,"Espécies Invasoras, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Não,2,Sim,RS
1210,Flora,Angiospermas,Cactaceae,CR,Pampa,"Agropecuária,Espécies Invasoras, Perda de Habitat/Degradação (Induzida por Humanos)",Não,Não,2,Sim,RS
1211,Flora,Angiospermas,Cactaceae,EN,Pampa,"Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária,Espécies Invasoras",Não,Não,2,Não,RS
1212,Flora,Angiospermas,Cactaceae,VU,Pampa,"Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos),Espécies Invasoras",Sim,Não,2,Não,RS
1213,Flora,Angiospermas,Cactaceae,VU,Pampa,"Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária,Espécies Invasoras",Sim,Não,2,Não,RS
1214,Fauna,Aves,Fregatidae,CR,Marinho,"Ameaça Desconhecida,Outras Atividades Econômicas: energia",Sim,Sim,1,Não,ES
1215,Fauna,Aves,Fregatidae,CR,Marinho,Outras Atividades Econômicas: energia,Sim,Sim,1,Não,ES
1216,Flora,Angiospermas,Bignoniaceae,VU,Cerrado,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"MA,PI"
1217,Flora,Angiospermas,Amaranthaceae,EN,Cerrado,"Queimadas,Agropecuária,Turismo/Recreação",Sim,Sim,2,Sim,GO
1218,Fauna,Mamíferos,Furipteridae,VU,Amazônia,Mineração,Sim,Não,3,Não,"CE,DF,ES,GO,PA,TO"
1218,Fauna,Mamíferos,Furipteridae,VU,Caatinga,Mineração,Sim,Não,3,Não,"CE,DF,ES,GO,PA,TO"
1218,Fauna,Mamíferos,Furipteridae,VU,Cerrado,Mineração,Sim,Não,3,Não,"CE,DF,ES,GO,PA,TO"
1218,Fauna,Mamíferos,Furipteridae,VU,Mata Atlântica,Mineração,Sim,Não,3,Não,"CE,DF,ES,GO,PA,TO"
1219,Fauna,Peixes Marinhos,Triakidae,CR,Marinho,Caça/Pesca,Sim,Sim,2,Não,"PR,RJ,RS,SC,SP"
1220,Flora,Angiospermas,Rubiaceae,VU,Pampa,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,PR
1221,Flora,Angiospermas,Rubiaceae,EN,Cerrado,Perda de Habitat/Degradação (Induzida por Humanos),Não,Não,1,Sim,SP
1222,Flora,Angiospermas,Rubiaceae,EN,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Informação não disponível,"MG,RJ,SP"
1223,Flora,Angiospermas,Rutaceae,CR,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária",Sim,Não,2,Sim,ES
1224,Flora,Angiospermas,Rubiaceae,CR,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Extração de Madeira",Sim,Não,2,Informação não disponível,"MG,RJ,SP"
1225,Flora,Angiospermas,Rubiaceae,CR,Mata Atlântica,Plantação de Madereiras,Sim,Não,2,Sim,PR
1226,Flora,Angiospermas,Rubiaceae,CR,Mata Atlântica,Vazio,Sim,Não,2,Sim,"MG,SP"
1227,Flora,Angiospermas,Ericaceae,CR,Mata Atlântica,Queimadas,Sim,Não,2,Sim,SP
1228,Flora,Angiospermas,Ericaceae,EN,Mata Atlântica,"Assentamento Humano: cidades,Queimadas",Sim,Não,2,Sim,RJ
1229,Flora,Angiospermas,Ericaceae,EN,Mata Atlântica,Queimadas,Sim,Não,2,Sim,"ES,MG"
1230,Flora,Angiospermas,Ericaceae,EN,Cerrado,"Turismo/Recreação, Perda de Habitat/Degradação (Induzida por Humanos)",Sim,Sim,2,Sim,MG
1231,Flora,Angiospermas,Ericaceae,VU,Caatinga,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Informação não disponível,BA
1231,Flora,Angiospermas,Ericaceae,VU,Cerrado,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Informação não disponível,BA
1232,Flora,Angiospermas,Ericaceae,EN,Cerrado,"Queimadas,Mineração,Turismo/Recreação",Sim,Sim,3,Sim,MG
1233,Flora,Angiospermas,Ericaceae,CR,Mata Atlântica,"Desenvolvimento e Infraestrutura, Perda de Habitat/Degradação (Induzida por Humanos),Queimadas",Sim,Sim,2,Sim,RJ
1234,Flora,Angiospermas,Ericaceae,CR,Mata Atlântica,"Queimadas,Assentamento Humano: cidades,Desenvolvimento e Infraestrutura",Sim,Sim,2,Sim,RJ
1235,Flora,Angiospermas,Ericaceae,CR,Cerrado,"Agropecuária,Queimadas",Sim,Não,2,Sim,MG
1236,Fauna,Peixes Marinhos,Ariidae,EN,Marinho,Caça/Pesca,Sim,Sim,3,Não,"BA,,PR,,RS,"
1237,Fauna,Peixes Marinhos,Ariidae,CR,Marinho,Caça/Pesca,Sim,Sim,3,Não,RS
1238,Flora,Angiospermas,Lentibulariaceae,EN,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Queimadas",Sim,Não,2,Sim,"BA,ES,MG"
1239,Fauna,Aves,Scleruridae,EN,Cerrado,"Agropecuária,Queimadas",Sim,Sim,4,Não,"BA,DF,GO,MG,MS,MT,PR,SP,TO"
1239,Fauna,Aves,Scleruridae,EN,Mata Atlântica,"Agropecuária,Queimadas",Sim,Sim,4,Não,"BA,DF,GO,MG,MS,MT,PR,SP,TO"
1240,Fauna,Peixes Marinhos,Ginglymostomatidae,VU,Marinho,"Caça/Pesca,Remoção de corais,Poluição",Sim,Sim,2,Não,"AL,AP,BA,CE,ES,MA,PA,PB,PE,PI,RJ,RN,SE,SP"
1241,Fauna,Invertebrados Terrestres,Gonyleptidae,CR,Caatinga,"Agropecuária,Espécies Exóticas,Mineração",Não,Sim,2,Sim,BA
1241,Fauna,Invertebrados Terrestres,Gonyleptidae,CR,Cerrado,"Agropecuária,Espécies Exóticas,Mineração",Não,Sim,2,Sim,BA
1242,Fauna,Peixes Continentais,Characidae,EN,Mata Atlântica,"Agropecuária,Poluição",Sim,Sim,2,Sim,PR
1243,Fauna,Peixes Continentais,Trichomycteridae,VU,Caatinga,Mineração,Sim,Não,2,Sim,BA
1244,Fauna,Aves,Trochilidae,EN,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades,Extração Florestal,Mineração,Transporte Diversos,Queimadas",Sim,Sim,4,Sim,"BA,ES,MG"
1245,Flora,Angiospermas,Poaceae,EN,Mata Atlântica,"Queimadas, Perda de Habitat/Degradação (Induzida por Humanos),Agropecuária",Sim,Sim,2,Sim,RJ
1246,Flora,Angiospermas,Fabaceae,VU,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Não,"PR,RS,SC"
1246,Flora,Angiospermas,Fabaceae,VU,Pampa,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Não,"PR,RS,SC"
1247,Fauna,Invertebrados Terrestres,Pieridae,EN,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades",Sim,Não,2,Não,"ES,RJ,SP"
1248,Fauna,Invertebrados Terrestres,Glomerodesmidae,CR,Amazônia,"Agropecuária,Mineração,Poluição,Assoreamento",Não,Não,1,Sim,PA
1249,Fauna,Mamíferos,Phyllostomidae,VU,Cerrado,Agropecuária,Sim,Não,2,Sim,"BA,DF,GO,MG,MS,MT,RO,TO"
1250,Fauna,Invertebrados Terrestres,Formicidae,EN,Mata Atlântica,"Agropecuária,Poluição",Não,Não,0,Sim,BA
1251,Flora,Angiospermas,Asteraceae,VU,Cerrado,"Agropecuária,Espécies Invasoras,Extração de Madeira,Queimadas",Sim,Não,2,Informação não disponível,"PR,RJ,SP"
1252,Flora,Angiospermas,Marantaceae,EN,Mata Atlântica,Vazio,Sim,Não,2,Informação não disponível,"ES,RJ"
1253,Flora,Angiospermas,Marantaceae,EN,Mata Atlântica,Vazio,Sim,Não,2,Informação não disponível,"ES,RJ"
1254,Flora,Angiospermas,Amaranthaceae,EN,Pantanal,"Perda de Habitat/Degradação (Induzida por Humanos),Mineração",Sim,Não,2,Sim,"MT,MS"
1255,Flora,Angiospermas,Amaranthaceae,EN,Caatinga,"Distribuição Restrita, Perda de Habitat/Degradação (Induzida por Humanos)",Não,Não,1,Sim,BA
1255,Flora,Angiospermas,Amaranthaceae,EN,Cerrado,"Distribuição Restrita, Perda de Habitat/Degradação (Induzida por Humanos)",Não,Não,1,Sim,BA
1256,Flora,Angiospermas,Amaranthaceae,CR,Caatinga,"Perda de Habitat/Degradação (Induzida por Humanos),Distribuição Restrita",Sim,Não,2,Sim,BA
1256,Flora,Angiospermas,Amaranthaceae,CR,Cerrado,"Perda de Habitat/Degradação (Induzida por Humanos),Distribuição Restrita",Sim,Não,2,Sim,BA
1257,Flora,Angiospermas,Amaranthaceae,VU,Cerrado,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"PR,SP"
1258,Flora,Angiospermas,Amaranthaceae,EN,Pampa,"Perda de Habitat/Degradação (Induzida por Humanos),Extração de Madeira,Espécies Invasoras",Sim,Não,2,Não,RS
1259,Flora,Angiospermas,Amaranthaceae,VU,Cerrado,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,"MS,PR"
1260,Fauna,Répteis,Sphaerodactylidae,EN,Amazônia,"Extração Florestal,Mudança na dinâmica das espécies nativas,Outras Atividades Econômicas: energia,Transporte Diversos",Sim,Sim,3,Sim,PA
1261,Flora,Briófitas,Arnelliaceae,EN,Mata Atlântica,"Perda de Habitat/Degradação (Induzida por Humanos),Assentamento Humano: cidades,Desenvolvimento e Infraestrutura,Queimadas",Sim,Não,2,Não,"ES,RJ"
1262,Flora,Angiospermas,Apocynaceae,CR,Mata Atlântica,Desenvolvimento e Infraestrutura,Sim,Sim,2,Sim,RJ
1263,Fauna,Invertebrados Terrestres,Strophocheilidae,EN,Mata Atlântica,"Assentamento Humano: cidades,Espécies Exóticas,Poluição,Queimadas",Sim,Não,1,Sim,SP
1264,Flora,Angiospermas,Rhamnaceae,VU,Mata Atlântica,Vazio,Sim,Sim,2,Informação não disponível,"BA,MG,RJ,RS,SP"
1265,Flora,Angiospermas,Rhamnaceae,EN,Cerrado,Vazio,Sim,Sim,3,Informação não disponível,"DF,GO,MG,SP,TO"
1266,Flora,Angiospermas,Gesneriaceae,EN,Cerrado,Vazio,Sim,Não,2,Sim,"MS,MT"
1267,Fauna,Aves,Grallariidae,VU,Amazônia,Outras Atividades Econômicas: energia,Sim,Sim,4,Sim,"AM,MT,PA,RO"
1268,Fauna,Aves,Grallariidae,VU,Mata Atlântica,"Agropecuária,Assentamento Humano: cidades",Sim,Sim,3,Sim,"BA,ES,MG"
