,Fauna/Flora,Grupo,Família,Sigla Categoria de Ameaça,Bioma,Principais_ameacas,Presença em Áreas Protegidas,Plano de Ação Nacional para Conservação (PAN),Nível de Proteção na Estratégia Nacional,Espécie exclusiva do Brasil,Estados_de_ocorrencia
3225,Fauna,Mamíferos,Cricetidae,EN,Pampa,Agropecuária,Sim,Sim,2,Não,RS
3225,Fauna,Mamíferos,Cricetidae,EN,Pampa,Assentamento Humano: cidades,Sim,Sim,2,Não,PR
3225,Fauna,Mamíferos,Cricetidae,EN,Pampa,Assentamento Humano: cidades,Sim,Sim,2,Não,RS
3225,Fauna,Mamíferos,Cricetidae,EN,Pampa,Outras Atividades Econômicas: energia,Sim,Sim,2,Não,PR
3225,Fauna,Mamíferos,Cricetidae,EN,Pampa,Outras Atividades Econômicas: energia,Sim,Sim,2,Não,RS
3226,Fauna,Invertebrados Aquáticos,Spengelidae,CR,Marinho,Mineração,Não,Não,1,Sim,SP
3226,Fauna,Invertebrados Aquáticos,Spengelidae,CR,Marinho,Transporte Diversos,Não,Não,1,Sim,SP
3226,Fauna,Invertebrados Aquáticos,Spengelidae,CR,Marinho,Poluição,Não,Não,1,Sim,SP
3227,Flora,Angiospermas,Lauraceae,CR,Mata Atlântica,Perda de Habitat/Degradação (Induzida por Humanos),Sim,Não,2,Sim,ES
3228,Flora,Angiospermas,Bromeliaceae,EN,Mata Atlântica,Desenvolvimento e Infraestrutura,Sim,Sim,3,Sim,PR
3228,Flora,Angiospermas,Bromeliaceae,EN,Mata Atlântica,Desenvolvimento e Infraestrutura,Sim,Sim,3,Sim,RJ
3228,Flora,Angiospermas,Bromeliaceae,EN,Mata Atlântica,Desenvolvimento e Infraestrutura,Sim,Sim,3,Sim,RS
3228,Flora,Angiospermas,Bromeliaceae,EN,Mata Atlântica,Desenvolvimento e Infraestrutura,Sim,Sim,3,Sim,SC
3228,Flora,Angiospermas,Bromeliaceae,EN,Mata Atlântica,Desenvolvimento e Infraestrutura,Sim,Sim,3,Sim,SP
3228,Flora,Angiospermas,Bromeliaceae,EN,Mata Atlântica,Agropecuária,Sim,Sim,3,Sim,PR
3228,Flora,Angiospermas,Bromeliaceae,EN,Mata Atlântica,Agropecuária,Sim,Sim,3,Sim,RJ
3228,Flora,Angiospermas,Bromeliaceae,EN,Mata Atlântica,Agropecuária,Sim,Sim,3,Sim,RS
3228,Flora,Angiospermas,Bromeliaceae,EN,Mata Atlântica,Agropecuária,Sim,Sim,3,Sim,SC
3228,Flora,Angiospermas,Bromeliaceae,EN,Mata Atlântica,Agropecuária,Sim,Sim,3,Sim,SP
3228,Flora,Angiospermas,Bromeliaceae,EN,Mata Atlântica,Queimadas,Sim,Sim,3,Sim,PR
3228,Flora,Angiospermas,Bromeliaceae,EN,Mata Atlântica,Queimadas,Sim,Sim,3,Sim,RJ
3228,Flora,Angiospermas,Bromeliaceae,EN,Mata Atlântica,Queimadas,Sim,Sim,3,Sim,RS
3228,Flora,Angiospermas,Bromeliaceae,EN,Mata Atlântica,Queimadas,Sim,Sim,3,Sim,SC
3228,Flora,Angiospermas,Bromeliaceae,EN,Mata Atlântica,Queimadas,Sim,Sim,3,Sim,SP
3229,Flora,Angiospermas,Amaryllidaceae,EN,Mata Atlântica,Vazio,Sim,Sim,2,Sim,RJ
3230,Flora,Angiospermas,Asteraceae,EN,Caatinga,Agropecuária,Sim,Não,2,Sim,ES
3230,Flora,Angiospermas,Asteraceae,EN,Caatinga,Agropecuária,Sim,Não,2,Sim,MG
3230,Flora,Angiospermas,Asteraceae,EN,Caatinga,Assentamento Humano: cidades,Sim,Não,2,Sim,ES
3230,Flora,Angiospermas,Asteraceae,EN,Caatinga,Assentamento Humano: cidades,Sim,Não,2,Sim,MG
3230,Flora,Angiospermas,Asteraceae,EN,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,ES
3230,Flora,Angiospermas,Asteraceae,EN,Mata Atlântica,Agropecuária,Sim,Não,2,Sim,MG
3230,Flora,Angiospermas,Asteraceae,EN,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,2,Sim,ES
3230,Flora,Angiospermas,Asteraceae,EN,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,2,Sim,MG
3231,Flora,Angiospermas,Asteraceae,EN,Caatinga,Queimadas,Sim,Não,2,Sim,BA
3231,Flora,Angiospermas,Asteraceae,EN,Caatinga,Queimadas,Sim,Não,2,Sim,GO
3231,Flora,Angiospermas,Asteraceae,EN,Cerrado,Queimadas,Sim,Não,2,Sim,BA
3231,Flora,Angiospermas,Asteraceae,EN,Cerrado,Queimadas,Sim,Não,2,Sim,GO
3232,Flora,Angiospermas,Asteraceae,EN,Cerrado,Vazio,Sim,Sim,2,Sim,MG
3233,Fauna,Aves,Icteridae,VU,Mata Atlântica,Agropecuária,Sim,Sim,4,Não,RS
3233,Fauna,Aves,Icteridae,VU,Mata Atlântica,Agropecuária,Sim,Sim,4,Não,SC
3233,Fauna,Aves,Icteridae,VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Sim,4,Não,RS
3233,Fauna,Aves,Icteridae,VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Sim,4,Não,SC
3233,Fauna,Aves,Icteridae,VU,Mata Atlântica,Espécies Exóticas,Sim,Sim,4,Não,RS
3233,Fauna,Aves,Icteridae,VU,Mata Atlântica,Espécies Exóticas,Sim,Sim,4,Não,SC
3233,Fauna,Aves,Icteridae,VU,Mata Atlântica,Mudança na dinâmica das espécies nativas,Sim,Sim,4,Não,RS
3233,Fauna,Aves,Icteridae,VU,Mata Atlântica,Mudança na dinâmica das espécies nativas,Sim,Sim,4,Não,SC
3233,Fauna,Aves,Icteridae,VU,Mata Atlântica,Barragens,Sim,Sim,4,Não,RS
3233,Fauna,Aves,Icteridae,VU,Mata Atlântica,Barragens,Sim,Sim,4,Não,SC
3233,Fauna,Aves,Icteridae,VU,Mata Atlântica,Abastecimento/Drenagem,Sim,Sim,4,Não,RS
3233,Fauna,Aves,Icteridae,VU,Mata Atlântica,Abastecimento/Drenagem,Sim,Sim,4,Não,SC
3233,Fauna,Aves,Icteridae,VU,Mata Atlântica,Poluição,Sim,Sim,4,Não,RS
3233,Fauna,Aves,Icteridae,VU,Mata Atlântica,Poluição,Sim,Sim,4,Não,SC
3233,Fauna,Aves,Icteridae,VU,Mata Atlântica,Queimadas,Sim,Sim,4,Não,RS
3233,Fauna,Aves,Icteridae,VU,Mata Atlântica,Queimadas,Sim,Sim,4,Não,SC
3233,Fauna,Aves,Icteridae,VU,Pampa,Agropecuária,Sim,Sim,4,Não,RS
3233,Fauna,Aves,Icteridae,VU,Pampa,Agropecuária,Sim,Sim,4,Não,SC
3233,Fauna,Aves,Icteridae,VU,Pampa,Assentamento Humano: cidades,Sim,Sim,4,Não,RS
3233,Fauna,Aves,Icteridae,VU,Pampa,Assentamento Humano: cidades,Sim,Sim,4,Não,SC
3233,Fauna,Aves,Icteridae,VU,Pampa,Espécies Exóticas,Sim,Sim,4,Não,RS
3233,Fauna,Aves,Icteridae,VU,Pampa,Espécies Exóticas,Sim,Sim,4,Não,SC
3233,Fauna,Aves,Icteridae,VU,Pampa,Mudança na dinâmica das espécies nativas,Sim,Sim,4,Não,RS
3233,Fauna,Aves,Icteridae,VU,Pampa,Mudança na dinâmica das espécies nativas,Sim,Sim,4,Não,SC
3233,Fauna,Aves,Icteridae,VU,Pampa,Barragens,Sim,Sim,4,Não,RS
3233,Fauna,Aves,Icteridae,VU,Pampa,Barragens,Sim,Sim,4,Não,SC
3233,Fauna,Aves,Icteridae,VU,Pampa,Abastecimento/Drenagem,Sim,Sim,4,Não,RS
3233,Fauna,Aves,Icteridae,VU,Pampa,Abastecimento/Drenagem,Sim,Sim,4,Não,SC
3233,Fauna,Aves,Icteridae,VU,Pampa,Poluição,Sim,Sim,4,Não,RS
3233,Fauna,Aves,Icteridae,VU,Pampa,Poluição,Sim,Sim,4,Não,SC
3233,Fauna,Aves,Icteridae,VU,Pampa,Queimadas,Sim,Sim,4,Não,RS
3233,Fauna,Aves,Icteridae,VU,Pampa,Queimadas,Sim,Sim,4,Não,SC
3234,Fauna,Anfíbios,Hylidae,EN,Mata Atlântica,Assentamento Humano: cidades,Sim,Sim,3,Sim,RJ
3234,Fauna,Anfíbios,Hylidae,EN,Mata Atlântica,Assentamento Humano: cidades,Sim,Sim,3,Sim,SP
3235,Fauna,Aves,Xenopidae,VU,Mata Atlântica,Agropecuária,Sim,Sim,2,Sim,AL
3235,Fauna,Aves,Xenopidae,VU,Mata Atlântica,Agropecuária,Sim,Sim,2,Sim,PB
3235,Fauna,Aves,Xenopidae,VU,Mata Atlântica,Agropecuária,Sim,Sim,2,Sim,PE
3235,Fauna,Aves,Xenopidae,VU,Mata Atlântica,Agropecuária,Sim,Sim,2,Sim,RN
3235,Fauna,Aves,Xenopidae,VU,Mata Atlântica,Agropecuária,Sim,Sim,2,Sim,SE
3235,Fauna,Aves,Xenopidae,VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Sim,2,Sim,AL
3235,Fauna,Aves,Xenopidae,VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Sim,2,Sim,PB
3235,Fauna,Aves,Xenopidae,VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Sim,2,Sim,PE
3235,Fauna,Aves,Xenopidae,VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Sim,2,Sim,RN
3235,Fauna,Aves,Xenopidae,VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Sim,2,Sim,SE
3236,Fauna,Peixes Continentais,Rivulidae,EN,Mata Atlântica,Agropecuária,Não,Sim,1,Sim,ES
3237,Fauna,Peixes Continentais,Rivulidae,EN,Mata Atlântica,Agropecuária,Não,Sim,1,Sim,BA
3237,Fauna,Peixes Continentais,Rivulidae,EN,Mata Atlântica,Agropecuária,Não,Sim,1,Sim,ES
3237,Fauna,Peixes Continentais,Rivulidae,EN,Mata Atlântica,Assentamento Humano: cidades,Não,Sim,1,Sim,BA
3237,Fauna,Peixes Continentais,Rivulidae,EN,Mata Atlântica,Assentamento Humano: cidades,Não,Sim,1,Sim,ES
3238,Fauna,Mamíferos,Phyllostomidae,VU,Caatinga,Agropecuária,Sim,Não,2,Sim,BA
3238,Fauna,Mamíferos,Phyllostomidae,VU,Caatinga,Agropecuária,Sim,Não,2,Sim,MG
3238,Fauna,Mamíferos,Phyllostomidae,VU,Caatinga,Agropecuária,Sim,Não,2,Sim,PB
3238,Fauna,Mamíferos,Phyllostomidae,VU,Caatinga,Agropecuária,Sim,Não,2,Sim,PE
3238,Fauna,Mamíferos,Phyllostomidae,VU,Caatinga,Agropecuária,Sim,Não,2,Sim,SE
3239,Fauna,Aves,Dendrocolaptidae,VU,Amazônia,Agropecuária,Sim,Não,3,Sim,PA
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Agropecuária,Sim,Não,3,Sim,BA
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Agropecuária,Sim,Não,3,Sim,CE
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Agropecuária,Sim,Não,3,Sim,MA
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Agropecuária,Sim,Não,3,Sim,MG
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Agropecuária,Sim,Não,3,Sim,PB
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Agropecuária,Sim,Não,3,Sim,PE
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Agropecuária,Sim,Não,3,Sim,PI
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Agropecuária,Sim,Não,3,Sim,RN
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Assentamento Humano: cidades,Sim,Não,3,Sim,BA
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Assentamento Humano: cidades,Sim,Não,3,Sim,CE
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Assentamento Humano: cidades,Sim,Não,3,Sim,MA
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Assentamento Humano: cidades,Sim,Não,3,Sim,MG
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Assentamento Humano: cidades,Sim,Não,3,Sim,PB
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Assentamento Humano: cidades,Sim,Não,3,Sim,PE
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Assentamento Humano: cidades,Sim,Não,3,Sim,PI
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Assentamento Humano: cidades,Sim,Não,3,Sim,RN
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Assentamento Humano: rurais,Sim,Não,3,Sim,BA
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Assentamento Humano: rurais,Sim,Não,3,Sim,CE
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Assentamento Humano: rurais,Sim,Não,3,Sim,MA
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Assentamento Humano: rurais,Sim,Não,3,Sim,MG
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Assentamento Humano: rurais,Sim,Não,3,Sim,PB
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Assentamento Humano: rurais,Sim,Não,3,Sim,PE
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Assentamento Humano: rurais,Sim,Não,3,Sim,PI
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Assentamento Humano: rurais,Sim,Não,3,Sim,RN
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Extração Florestal,Sim,Não,3,Sim,BA
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Extração Florestal,Sim,Não,3,Sim,CE
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Extração Florestal,Sim,Não,3,Sim,MA
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Extração Florestal,Sim,Não,3,Sim,MG
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Extração Florestal,Sim,Não,3,Sim,PB
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Extração Florestal,Sim,Não,3,Sim,PE
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Extração Florestal,Sim,Não,3,Sim,PI
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Extração Florestal,Sim,Não,3,Sim,RN
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Mineração,Sim,Não,3,Sim,BA
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Mineração,Sim,Não,3,Sim,CE
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Mineração,Sim,Não,3,Sim,MA
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Mineração,Sim,Não,3,Sim,MG
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Mineração,Sim,Não,3,Sim,PB
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Mineração,Sim,Não,3,Sim,PE
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Mineração,Sim,Não,3,Sim,PI
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Mineração,Sim,Não,3,Sim,RN
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Outras Atividades Econômicas: energia,Sim,Não,3,Sim,BA
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Outras Atividades Econômicas: energia,Sim,Não,3,Sim,CE
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Outras Atividades Econômicas: energia,Sim,Não,3,Sim,MA
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Outras Atividades Econômicas: energia,Sim,Não,3,Sim,MG
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Outras Atividades Econômicas: energia,Sim,Não,3,Sim,PB
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Outras Atividades Econômicas: energia,Sim,Não,3,Sim,PE
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Outras Atividades Econômicas: energia,Sim,Não,3,Sim,PI
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Outras Atividades Econômicas: energia,Sim,Não,3,Sim,RN
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Transporte Diversos,Sim,Não,3,Sim,BA
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Transporte Diversos,Sim,Não,3,Sim,CE
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Transporte Diversos,Sim,Não,3,Sim,MA
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Transporte Diversos,Sim,Não,3,Sim,MG
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Transporte Diversos,Sim,Não,3,Sim,PB
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Transporte Diversos,Sim,Não,3,Sim,PE
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Transporte Diversos,Sim,Não,3,Sim,PI
3240,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Transporte Diversos,Sim,Não,3,Sim,RN
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Agropecuária,Sim,Não,3,Sim,BA
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Agropecuária,Sim,Não,3,Sim,CE
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Agropecuária,Sim,Não,3,Sim,MA
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Agropecuária,Sim,Não,3,Sim,MG
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Agropecuária,Sim,Não,3,Sim,PB
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Agropecuária,Sim,Não,3,Sim,PE
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Agropecuária,Sim,Não,3,Sim,PI
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Agropecuária,Sim,Não,3,Sim,RN
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Assentamento Humano: cidades,Sim,Não,3,Sim,BA
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Assentamento Humano: cidades,Sim,Não,3,Sim,CE
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Assentamento Humano: cidades,Sim,Não,3,Sim,MA
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Assentamento Humano: cidades,Sim,Não,3,Sim,MG
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Assentamento Humano: cidades,Sim,Não,3,Sim,PB
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Assentamento Humano: cidades,Sim,Não,3,Sim,PE
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Assentamento Humano: cidades,Sim,Não,3,Sim,PI
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Assentamento Humano: cidades,Sim,Não,3,Sim,RN
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Assentamento Humano: rurais,Sim,Não,3,Sim,BA
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Assentamento Humano: rurais,Sim,Não,3,Sim,CE
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Assentamento Humano: rurais,Sim,Não,3,Sim,MA
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Assentamento Humano: rurais,Sim,Não,3,Sim,MG
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Assentamento Humano: rurais,Sim,Não,3,Sim,PB
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Assentamento Humano: rurais,Sim,Não,3,Sim,PE
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Assentamento Humano: rurais,Sim,Não,3,Sim,PI
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Assentamento Humano: rurais,Sim,Não,3,Sim,RN
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Extração Florestal,Sim,Não,3,Sim,BA
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Extração Florestal,Sim,Não,3,Sim,CE
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Extração Florestal,Sim,Não,3,Sim,MA
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Extração Florestal,Sim,Não,3,Sim,MG
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Extração Florestal,Sim,Não,3,Sim,PB
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Extração Florestal,Sim,Não,3,Sim,PE
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Extração Florestal,Sim,Não,3,Sim,PI
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Extração Florestal,Sim,Não,3,Sim,RN
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Mineração,Sim,Não,3,Sim,BA
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Mineração,Sim,Não,3,Sim,CE
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Mineração,Sim,Não,3,Sim,MA
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Mineração,Sim,Não,3,Sim,MG
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Mineração,Sim,Não,3,Sim,PB
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Mineração,Sim,Não,3,Sim,PE
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Mineração,Sim,Não,3,Sim,PI
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Mineração,Sim,Não,3,Sim,RN
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Outras Atividades Econômicas: energia,Sim,Não,3,Sim,BA
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Outras Atividades Econômicas: energia,Sim,Não,3,Sim,CE
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Outras Atividades Econômicas: energia,Sim,Não,3,Sim,MA
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Outras Atividades Econômicas: energia,Sim,Não,3,Sim,MG
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Outras Atividades Econômicas: energia,Sim,Não,3,Sim,PB
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Outras Atividades Econômicas: energia,Sim,Não,3,Sim,PE
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Outras Atividades Econômicas: energia,Sim,Não,3,Sim,PI
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Outras Atividades Econômicas: energia,Sim,Não,3,Sim,RN
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Transporte Diversos,Sim,Não,3,Sim,BA
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Transporte Diversos,Sim,Não,3,Sim,CE
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Transporte Diversos,Sim,Não,3,Sim,MA
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Transporte Diversos,Sim,Não,3,Sim,MG
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Transporte Diversos,Sim,Não,3,Sim,PB
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Transporte Diversos,Sim,Não,3,Sim,PE
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Transporte Diversos,Sim,Não,3,Sim,PI
3240,Fauna,Aves,Dendrocolaptidae,VU,Cerrado,Transporte Diversos,Sim,Não,3,Sim,RN
3241,Fauna,Aves,Cotingidae,VU,Mata Atlântica,Agropecuária,Sim,Não,4,Sim,AL
3241,Fauna,Aves,Cotingidae,VU,Mata Atlântica,Agropecuária,Sim,Não,4,Sim,BA
3241,Fauna,Aves,Cotingidae,VU,Mata Atlântica,Agropecuária,Sim,Não,4,Sim,ES
3241,Fauna,Aves,Cotingidae,VU,Mata Atlântica,Agropecuária,Sim,Não,4,Sim,PB
3241,Fauna,Aves,Cotingidae,VU,Mata Atlântica,Agropecuária,Sim,Não,4,Sim,PE
3241,Fauna,Aves,Cotingidae,VU,Mata Atlântica,Agropecuária,Sim,Não,4,Sim,RJ
3241,Fauna,Aves,Cotingidae,VU,Mata Atlântica,Agropecuária,Sim,Não,4,Sim,SE
3241,Fauna,Aves,Cotingidae,VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,4,Sim,AL
3241,Fauna,Aves,Cotingidae,VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,4,Sim,BA
3241,Fauna,Aves,Cotingidae,VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,4,Sim,ES
3241,Fauna,Aves,Cotingidae,VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,4,Sim,PB
3241,Fauna,Aves,Cotingidae,VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,4,Sim,PE
3241,Fauna,Aves,Cotingidae,VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,4,Sim,RJ
3241,Fauna,Aves,Cotingidae,VU,Mata Atlântica,Assentamento Humano: cidades,Sim,Não,4,Sim,SE
3241,Fauna,Aves,Cotingidae,VU,Mata Atlântica,Extração Florestal,Sim,Não,4,Sim,AL
3241,Fauna,Aves,Cotingidae,VU,Mata Atlântica,Extração Florestal,Sim,Não,4,Sim,BA
3241,Fauna,Aves,Cotingidae,VU,Mata Atlântica,Extração Florestal,Sim,Não,4,Sim,ES
3241,Fauna,Aves,Cotingidae,VU,Mata Atlântica,Extração Florestal,Sim,Não,4,Sim,PB
3241,Fauna,Aves,Cotingidae,VU,Mata Atlântica,Extração Florestal,Sim,Não,4,Sim,PE
3241,Fauna,Aves,Cotingidae,VU,Mata Atlântica,Extração Florestal,Sim,Não,4,Sim,RJ
3241,Fauna,Aves,Cotingidae,VU,Mata Atlântica,Extração Florestal,Sim,Não,4,Sim,SE
3241,Fauna,Aves,Cotingidae,VU,Mata Atlântica,Queimadas,Sim,Não,4,Sim,AL
3241,Fauna,Aves,Cotingidae,VU,Mata Atlântica,Queimadas,Sim,Não,4,Sim,BA
3241,Fauna,Aves,Cotingidae,VU,Mata Atlântica,Queimadas,Sim,Não,4,Sim,ES
3241,Fauna,Aves,Cotingidae,VU,Mata Atlântica,Queimadas,Sim,Não,4,Sim,PB
3241,Fauna,Aves,Cotingidae,VU,Mata Atlântica,Queimadas,Sim,Não,4,Sim,PE
3241,Fauna,Aves,Cotingidae,VU,Mata Atlântica,Queimadas,Sim,Não,4,Sim,RJ
3241,Fauna,Aves,Cotingidae,VU,Mata Atlântica,Queimadas,Sim,Não,4,Sim,SE
3242,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Agropecuária,Sim,Não,3,Sim,AL
3242,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Agropecuária,Sim,Não,3,Sim,CE
3242,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Agropecuária,Sim,Não,3,Sim,PB
3242,Fauna,Aves,Dendrocolaptidae,VU,Caatinga,Agropecuária,Sim,Não,3,Sim,PE
3242,Fauna,Aves,Dendrocolaptidae,VU,Mata Atlântica,Agropecuária,Sim,Não,3,Sim,AL
3242,Fauna,Aves,Dendrocolaptidae,VU,Mata Atlântica,Agropecuária,Sim,Não,3,Sim,CE
3242,Fauna,Aves,Dendrocolaptidae,VU,Mata Atlântica,Agropecuária,Sim,Não,3,Sim,PB
3242,Fauna,Aves,Dendrocolaptidae,VU,Mata Atlântica,Agropecuária,Sim,Não,3,Sim,PE
